2025-08-14 17:29:06 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-09-26 16:16:50 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-09-26 16:16:52 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-09-26 16:16:53 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-09-26 16:16:55 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-09-26 16:28:48 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-09-26 22:57:23 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-09-26 22:57:26 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-09-26 22:57:28 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-09-26 22:57:29 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-09-26 22:57:30 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-09-26 22:57:31 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-09-26 22:57:32 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-09-26 22:57:33 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-09-29 14:35:14 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-09-29 14:35:17 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-09-29 14:35:19 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-09-29 14:35:21 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-09-29 14:35:22 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-09-29 14:35:25 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-09-29 14:35:31 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-09-29 14:35:32 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-09-29 14:35:34 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-09-29 14:35:38 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-09-29 14:35:39 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-09-30 14:06:50 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-09-30 14:06:56 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-09-30 14:06:58 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-09-30 14:07:00 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-09-30 14:07:01 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-09-30 14:07:02 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-09-30 14:07:03 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-09-30 14:07:07 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-09-30 14:07:09 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-09-30 17:32:57 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-09-30 17:33:00 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-09-30 17:34:40 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-09-30 17:34:46 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-09-30 17:34:46 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-09-30 17:39:53 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-03 16:19:59 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-03 16:20:03 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-03 16:20:05 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-03 16:20:07 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-03 16:20:08 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-03 16:20:14 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-03 16:20:15 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-03 16:20:16 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 15:51:42 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 15:51:51 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 15:51:55 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 15:51:57 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 15:52:00 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 15:52:03 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:03:17 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:03:21 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:03:23 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:03:25 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:03:26 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 16:03:29 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:03:31 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:03:33 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 16:03:35 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:03:37 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:03:38 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 16:03:39 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:03:41 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:03:42 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:03:44 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:03:48 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:06:11 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:06:22 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:06:34 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:06:52 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:07:05 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 16:07:16 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:07:26 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:07:40 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 16:10:13 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 16:10:17 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:10:20 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:10:23 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:10:23 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:11:06 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:11:13 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:11:15 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:11:19 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:11:25 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:11:28 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:11:30 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:11:34 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:11:43 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:12:22 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:29:50 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:30:12 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:32:31 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:32:41 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:32:48 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:35:09 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:35:21 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:35:52 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:36:25 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 16:36:29 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:38:39 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:38:49 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:38:57 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 16:39:44 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:39:54 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:40:36 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:40:39 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:40:40 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:40:44 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 16:40:46 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:40:55 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:41:10 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 16:41:27 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:41:39 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 16:41:39 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 16:41:41 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 16:41:43 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:41:46 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:43:13 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:43:16 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:43:19 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:43:24 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:43:25 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:43:26 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:43:27 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:43:28 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:43:29 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:43:30 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:43:31 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:43:32 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:43:32 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:43:35 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:43:35 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:43:36 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:43:37 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:44:00 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:44:02 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:12 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:14 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:15 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 16:44:17 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:19 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:21 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:22 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:44:24 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:24 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:44:26 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:26 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:44:28 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:30 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:30 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:44:35 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:44:36 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:37 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:44:38 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:39 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:44:40 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:40 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:44:41 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:42 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:44:43 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:43 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:44:44 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:45 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:46 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:44:47 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:47 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:44:48 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:48 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 16:44:52 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:44:56 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:44:58 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:45:31 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:45:34 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:45:35 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:45:40 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:45:40 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:45:41 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:45:42 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:48:04 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:48:13 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:48:25 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:48:48 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:48:55 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 16:49:04 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:49:13 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:49:25 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 16:50:20 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:50:28 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:50:30 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:50:30 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:52:26 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:52:49 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:52:57 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:53:01 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 16:53:10 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 16:53:15 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:53:24 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 16:54:09 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:54:17 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:54:18 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:54:19 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:54:19 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:57:03 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:57:13 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:57:17 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:57:23 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 16:57:28 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 16:57:36 | Alerte : Temps d attente excessif | Priorité : 2 | Icon : ⏳ | son : timeout_alert.wav 
2025-10-17 16:57:42 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 16:58:53 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:59:05 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:59:17 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:59:18 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:59:25 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:59:26 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:59:27 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 16:59:27 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 16:59:56 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 17:00:00 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 17:00:01 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 17:00:10 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 17:00:12 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 17:00:12 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
2025-10-17 17:00:19 | Alerte : Erreur de navigation | Priorité : 1 | Icon : 🧭 | son : navigation_error.wav 
2025-10-17 17:00:22 | Alerte : Manoeuvre incorrecte | Priorité : 2 | Icon : 🔄 | son : maneuver_warning.wav 
2025-10-17 17:00:26 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-17 17:14:15 | Alerte : Obstacle détecté | Priorité : 1 | Icon : 🚧 | son : obstacle_alert.wav 
2025-10-17 17:14:21 | Alerte : Place indisponible | Priorité : 3 | Icon : ❌ | son : place_unavailable.wav 
2025-10-17 17:14:59 | Alerte : Problème de communication | Priorité : 2 | Icon : 📡 | son : communication_lost.wav 
2025-10-20 21:49:09 | Alerte : Fin de stationnement | Priorité : 3 | Icon : ✅ | son : parking_complete.wav 
